,index,Job Title,Salary Estimate,Rating,Company Name,Location,Headquarters,Size,Founded,Type of ownership,Industry,Sector,avg_salary
3523,3901,Electronics Engineering Scientist,$50K-$110K ,3.8,Applied Research Laboratories,"Austin, TX","Austin, TX",501 to 1000 employees,NA,College / University,Colleges & Universities,Education,80000.0
3524,3902,Cloud Data Engineer,$50K-$110K ,4.5,Maven Wave Partners,"Austin, TX","Chicago, IL",201 to 500 employees,2008,Company - Private,Consulting,Business Services,80000.0
3525,3903,"Lead Data Engineer, Cloud (Austin, St. Louis or Toronto)",$50K-$110K ,3.8,Ethoca,"Austin, TX","Toronto, Canada",51 to 200 employees,NA,Company - Private,Financial Transaction Processing,Finance,80000.0
3526,3904,"Senior SW Engineer, Data Science ( Kubernetes/ Docker ) - Remote USA",$50K-$110K ,3.3,"FireEye, Inc.","Austin, TX","Milpitas, CA",1001 to 5000 employees,2004,Company - Public,Computer Hardware & Software,Information Technology,80000.0
3527,3905,Scientist III (Molecular Biology),$50K-$110K ,2.9,CorTech LLC,"Austin, TX","Atlanta, GA",201 to 500 employees,1999,Company - Private,Staffing & Outsourcing,Business Services,80000.0
3528,3906,AWS Data Engineer,$62K-$112K ,1.6,"NextXap, Inc.","Austin, TX","Alexandria, VA",501 to 1000 employees,2003,Company - Private,Computer Hardware & Software,Information Technology,87000.0
3529,3907,Data Engineer,$62K-$112K ,NA,Nigel Frank International US,"Austin, TX","Newcastle upon Tyne, United Kingdom",1001 to 5000 employees,NA,Unknown,Not Specified,Not Specified,87000.0
3530,3908,Data Engineer,$62K-$112K ,4.1,APN Software Services Inc.,"Round Rock, TX","Newark, CA",51 to 200 employees,NA,Company - Private,Computer Hardware & Software,Information Technology,87000.0
3531,3909,Data Engineer with Security Clearance,$62K-$112K ,3.9,Octo Consulting Group,"Austin, TX","Reston, VA",501 to 1000 employees,2006,Company - Private,Consulting,Business Services,87000.0
3532,3910,Principal Machine Learning Engineer,$62K-$112K ,5.0,KUNGFU.AI,"Austin, TX","Austin, TX",1 to 50 employees,NA,Company - Private,Not Specified,Not Specified,87000.0
3533,3911,JPSC-7569 - Data Modeler,$62K-$112K ,4.5,Avani Technology Solutions,"Austin, TX","Rochester, NY",501 to 1000 employees,2008,Company - Private,IT Services,Information Technology,87000.0
3534,3912,Data Science Manager,$62K-$112K ,NA,Sphere Software LLC,"Austin, TX",-1,1 to 50 employees,NA,Company - Private,Not Specified,Not Specified,87000.0
3535,3913,Senior Data Engineer,$62K-$112K ,NA,Civitech,"Austin, TX","Austin, TX",1 to 50 employees,2019,Company - Private,Enterprise Software & Network Solutions,Information Technology,87000.0
3536,3914,Software Design Engineering Scientist,$62K-$112K ,3.8,Applied Research Laboratories,"Austin, TX","Austin, TX",501 to 1000 employees,NA,College / University,Colleges & Universities,Education,87000.0
3537,3915,Staff Data Custodian - Onshore,$62K-$112K ,3.2,Global Foundries,"Austin, TX","Santa Clara, CA",10000+ employees,2009,Company - Private,Electrical & Electronic Manufacturing,Manufacturing,87000.0
3538,3916,"Scientist, Quality Control",$62K-$112K ,4.0,Molecular Templates Inc,"Austin, TX","Austin, TX",1 to 50 employees,NA,Company - Private,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,87000.0
3539,3917,DPS - FIN - CAPPS Financial Senior Data Analyst,$62K-$112K ,3.4,TEXAS DEPARTMENT OF PUBLIC SAFETY,"Austin, TX","Austin, TX",1001 to 5000 employees,NA,Government,Municipal Governments,Government,87000.0
3540,3918,Senior Machine Learning Engineer,$62K-$112K ,5.0,KUNGFU.AI,"Austin, TX","Austin, TX",1 to 50 employees,NA,Company - Private,Not Specified,Not Specified,87000.0
3541,3919,Scientist III (Molecular Biology),$62K-$112K ,3.9,"TalentBurst, Inc.","Austin, TX","Natick, MA",501 to 1000 employees,2002,Company - Private,IT Services,Information Technology,87000.0
3542,3920,Simulation Research Scientist Associate,$62K-$112K ,3.8,Applied Research Laboratories,"Austin, TX","Austin, TX",501 to 1000 employees,NA,College / University,Colleges & Universities,Education,87000.0
3543,3921,Data Engineer- Sr. Specialist,$62K-$112K ,3.3,Ascension,"Austin, TX","Saint Louis, MO",10000+ employees,1999,Nonprofit Organization,Health Care Services & Hospitals,Health Care,87000.0
3544,3922,SR. COMPUTER SCIENTIST - SR. RESEARCH ENGINEER - EMBEDDED SOFTWARE,$62K-$112K ,4.1,Southwest Research Institute,"Austin, TX","San Antonio, TX",1001 to 5000 employees,1947,Nonprofit Organization,Research & Development,Business Services,87000.0
3545,3923,Data Science Director,$62K-$112K ,NA,Sphere Software LLC,"Austin, TX",-1,1 to 50 employees,NA,Company - Private,Not Specified,Not Specified,87000.0
3546,3924,Dev/Ops/Build and Release Engineering Scientist,$62K-$112K ,3.8,Applied Research Laboratories,"Austin, TX","Austin, TX",501 to 1000 employees,NA,College / University,Colleges & Universities,Education,87000.0
3547,3925,Computer Science Instructor and Course Developer - Data Science,$62K-$112K ,NA,Concordia University of Austin TX,"Austin, TX",-1,-1,NA,-1,Not Specified,Not Specified,87000.0
3548,3926,RESEARCH COMPUTER SCIENTIST - RESEARCH ENGINEER - SR. COMPUTER SCIENTIST - SIGNAL PROCESSING,$62K-$112K ,4.1,Southwest Research Institute,"Austin, TX","San Antonio, TX",1001 to 5000 employees,1947,Nonprofit Organization,Research & Development,Business Services,87000.0
3549,3927,Austin Data Science Tutor Jobs,$62K-$112K ,4.2,Varsity Tutors,"Austin, TX","Saint Louis, MO",201 to 500 employees,2007,Company - Private,Internet,Information Technology,87000.0
3550,3928,Digital Signal Processing Scientist,$62K-$112K ,3.8,Applied Research Laboratories,"Austin, TX","Austin, TX",501 to 1000 employees,NA,College / University,Colleges & Universities,Education,87000.0
3551,3929,Signal Processing and Automation Engineering Scientist,$62K-$112K ,3.8,Applied Research Laboratories,"Austin, TX","Austin, TX",501 to 1000 employees,NA,College / University,Colleges & Universities,Education,87000.0
3552,3930,"Big Data Engineer/Lead/Architect - Austin, TX",$62K-$112K ,4.0,Lorven Technologies Inc,"Austin, TX","Plainsboro, NJ",1 to 50 employees,NA,Company - Private,Accounting,Accounting & Legal,87000.0
3553,3931,Clinical Laboratory Scientist,$62K-$112K ,2.8,Texas Health and Human Services Commission,"Austin, TX","Austin, TX",10000+ employees,1912,Government,State & Regional Agencies,Government,87000.0
3554,3932,Data Analyst â Junior,$62K-$112K ,5.0,"Staffigo Technical Services, LLC","Austin, TX","Woodridge, IL",51 to 200 employees,2008,Company - Private,IT Services,Information Technology,87000.0
3555,3933,Kafka Data Engineer (remote),$62K-$112K ,3.3,Thrivent,"Austin, TX","Minneapolis, MN",5001 to 10000 employees,1902,Nonprofit Organization,Insurance Carriers,Insurance,87000.0
3556,3934,Simulation Engineering Scientist,$62K-$112K ,3.8,Applied Research Laboratories,"Austin, TX","Austin, TX",501 to 1000 employees,NA,College / University,Colleges & Universities,Education,87000.0
3557,3935,AMS Verification and Modeling Engineer,$62K-$112K ,4.3,Cirrus Logic,"Austin, TX","Austin, TX",1001 to 5000 employees,1984,Company - Public,Electrical & Electronic Manufacturing,Manufacturing,87000.0
3558,3936,Master Data Management (MDM) - Deloitte - (Remote/Contract/Freelance),$114K-$185K ,4.7,Experfy,"Austin, TX","Boston, MA",1 to 50 employees,NA,Company - Private,Not Specified,Not Specified,149500.0
3559,3937,Lead Data Scientist - Secret Clearance Required,$114K-$185K ,3.9,Deloitte & Touche L.L.P.,"Austin, TX","New York, NY",10000+ employees,1850,Company - Private,Accounting,Accounting & Legal,149500.0
3560,3938,Data Scientist Active Secret Clearance,$114K-$185K ,3.9,Deloitte & Touche L.L.P.,"Austin, TX","New York, NY",10000+ employees,1850,Company - Private,Accounting,Accounting & Legal,149500.0
3561,3939,Medical Lab Scientist (MLS) Evenings,$114K-$185K ,NA,"Ascension Seton, TX","Austin, TX",-1,-1,NA,-1,Not Specified,Not Specified,149500.0
3562,3940,Medical Lab Scientist (MLS)- Evening Shift,$114K-$185K ,NA,"Ascension Seton, TX","Austin, TX",-1,-1,NA,-1,Not Specified,Not Specified,149500.0
3563,3941,Medical Lab Scientist (MLS) 2:00pm-10:30pm,$114K-$185K ,NA,"Ascension Seton, TX","Austin, TX",-1,-1,NA,-1,Not Specified,Not Specified,149500.0
3564,3942,"Data Analyst, Lead with Security Clearance",$114K-$185K ,3.8,Booz Allen Hamilton,"Austin, TX","Mc Lean, VA",10000+ employees,1914,Company - Public,Consulting,Business Services,149500.0
3565,3943,Data Analytics Consultant,$61K-$94K ,3.3,Blue Cross Blue Shield of Florida,"Jacksonville, FL","Jacksonville, FL",10000+ employees,1944,Nonprofit Organization,Insurance Carriers,Insurance,77500.0
3566,3944,Data Scientist - Nationwide Opportunities,$61K-$94K ,3.9,Amazon,"Jacksonville, FL","Seattle, WA",10000+ employees,1994,Company - Public,Internet,Information Technology,77500.0
3567,3945,Data Scientist,$61K-$94K ,NA,Springhead Technologies,"Jacksonville, FL",-1,-1,NA,-1,Not Specified,Not Specified,77500.0
3568,3946,Data Scientist,$61K-$94K ,NA,GradTests (gradtests.com),"Jacksonville, FL",-1,-1,NA,-1,Not Specified,Not Specified,77500.0
3569,3947,Statistician (Data Scientist) *12 month Roster* *Direct Hire*,$61K-$94K ,3.5,Internal Revenue Service,"Jacksonville, FL","Washington, DC",10000+ employees,1862,Government,Federal Agencies,Government,77500.0
3570,3948,Data Analyst,$61K-$94K ,3.0,CSI Tech Inc.,"Jacksonville, FL","Jacksonville, FL",51 to 200 employees,1994,Company - Private,Staffing & Outsourcing,Business Services,77500.0
3571,3949,Data Engineer,$61K-$94K ,4.3,Energy Authority,"Jacksonville, FL","Albany, NY",201 to 500 employees,NA,Government,Energy,"Oil, Gas, Energy & Utilities",77500.0
3572,3950,Data Scientist III,$61K-$94K ,4.1,Infomatics Corp,"Jacksonville, FL","Dulles, VA",51 to 200 employees,2005,Company - Private,Consulting,Business Services,77500.0
3573,3951,Value Based Analytics - Data Analytics Consultant,$61K-$94K ,3.3,Florida Blue,"Jacksonville, FL","Jacksonville, FL",10000+ employees,1944,Nonprofit Organization,Insurance Carriers,Insurance,77500.0
3574,3952,Sr. Data Scientist,$61K-$94K ,4.6,"Conch Technologies, Inc","Jacksonville, FL","Memphis, TN",51 to 200 employees,NA,Company - Private,Consulting,Business Services,77500.0
3575,3953,Data Analyst,$61K-$94K ,4.5,Green Key Resources,"Jacksonville, FL","New York, NY",201 to 500 employees,2004,Company - Private,Staffing & Outsourcing,Business Services,77500.0
3576,3954,Business/Data Analyst,$61K-$94K ,NA,SGA Inc.,"Jacksonville, FL","Bethesda, MD",1 to 50 employees,1996,Company - Private,Architectural & Engineering Services,Business Services,77500.0
3577,3955,Data Analyst,$61K-$94K ,5.0,"Staffigo Technical Services, LLC","Jacksonville, FL","Woodridge, IL",51 to 200 employees,2008,Company - Private,IT Services,Information Technology,77500.0
3578,3956,The Home Depot PRO - Data Analyst,$61K-$94K ,3.6,Home Depot,"Jacksonville, FL","Atlanta, GA",10000+ employees,1978,Company - Public,Not Specified,Not Specified,77500.0
3579,3957,ACA - Data Analyst,$61K-$94K ,NA,Medical Cost Containment Services Inc.,"Jacksonville, FL",-1,-1,NA,-1,Not Specified,Not Specified,77500.0
3580,3958,Junior Data Analyst,$61K-$94K ,5.0,"Staffigo Technical Services, LLC","Jacksonville, FL","Woodridge, IL",51 to 200 employees,2008,Company - Private,IT Services,Information Technology,77500.0
3581,3959,Data Architect II,$61K-$94K ,4.5,Rose International,"Jacksonville, FL","Chesterfield, MO",1001 to 5000 employees,1993,Company - Private,Staffing & Outsourcing,Business Services,77500.0
3582,3960,Project Scientist,$61K-$94K ,3.7,Tetra Tech,"Jacksonville, FL","Pasadena, CA",10000+ employees,1966,Company - Public,Architectural & Engineering Services,Business Services,77500.0
3583,3961,Data Analyst BI Engineer,$61K-$94K ,4.1,Alluvion Staffing,"Jacksonville, FL","Jacksonville, FL",1 to 50 employees,2000,Company - Private,Staffing & Outsourcing,Business Services,77500.0
3584,3962,Senior Data Analyst,$61K-$94K ,3.9,BTG,"Jacksonville, FL","Eclepens, Switzerland",1 to 50 employees,1921,Company - Public,Advertising & Marketing,Business Services,77500.0
3585,3963,Data Analyst,$61K-$94K ,3.5,SNI Technology,"Jacksonville, FL","Des Moines, IA",201 to 500 employees,1998,Company - Public,Staffing & Outsourcing,Business Services,77500.0
3586,3964,Data Engineer/ BI Developer,$61K-$94K ,3.9,BTG,"Jacksonville, FL","Eclepens, Switzerland",1 to 50 employees,1921,Company - Public,Advertising & Marketing,Business Services,77500.0
3587,3965,Business Intelligence Analyst,$61K-$94K ,3.5,"Capricorn Systems, Inc.","Jacksonville, FL","Tucker, GA",51 to 200 employees,NA,Company - Private,Computer Hardware & Software,Information Technology,77500.0
3588,3966,Data Engineer 4- Guidewire Data Hub,$61K-$94K ,3.1,Kemper,"Jacksonville, FL","Chicago, IL",5001 to 10000 employees,1990,Company - Public,Insurance Carriers,Insurance,77500.0
3589,3967,Data Analyst Student Part-time,$61K-$94K ,3.6,Crowley Maritime,"Jacksonville, FL","Jacksonville, FL",5001 to 10000 employees,1892,Company - Private,Shipping,Transportation & Logistics,77500.0
3590,3968,Data Engineer,$61K-$94K ,4.3,TekPartners,"Jacksonville, FL","Fort Lauderdale, FL",501 to 1000 employees,2002,Subsidiary or Business Segment,Staffing & Outsourcing,Business Services,77500.0
3591,3969,Data Engineer,$61K-$94K ,3.8,"Clearsense, LLC","Jacksonville, FL","Jacksonville, FL",1 to 50 employees,NA,Company - Private,Enterprise Software & Network Solutions,Information Technology,77500.0
3592,3970,Data Analytics Manager,$61K-$94K ,NA,Financial Planning and Analysis,"Jacksonville, FL",-1,-1,NA,-1,Not Specified,Not Specified,77500.0
3593,3971,"Staff Software Scientist, Reproductive Health",$61K-$94K ,3.4,Thermo Fisher Scientific,"Jacksonville, FL","Waltham, MA",10000+ employees,1902,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,77500.0
3594,3972,Data Architect II,$61K-$94K ,3.4,On-Board Companies,"Jacksonville, FL","East Windsor, NJ",1001 to 5000 employees,1976,Company - Private,Consulting,Business Services,77500.0
3595,3973,Data Engineer,$54K-$88K ,NA,GradTests (gradtests.com.au),"Jacksonville, FL",-1,-1,NA,-1,Not Specified,Not Specified,71000.0
3596,3974,COMPUTER SCIENTIST,$54K-$88K ,3.8,U.S. Navy,"Jacksonville, FL","San Diego, CA",1001 to 5000 employees,1775,Government,Federal Agencies,Government,71000.0
3597,3975,Business/Data Analyst,$54K-$88K ,3.7,Software Guidance & Assistance,"Jacksonville, FL","Tarrytown, NY",51 to 200 employees,1981,Company - Private,Staffing & Outsourcing,Business Services,71000.0
3598,3976,Data Analyst,$54K-$88K ,3.3,Lutheran Services Florida,"Jacksonville, FL","Tampa, FL",1001 to 5000 employees,1982,Nonprofit Organization,Religious Organizations,Non-Profit,71000.0
3599,3977,Medical Lab Scientist - Full Time Evenings,$54K-$88K ,3.7,Allegan General Hospital,"Jacksonville, FL","Allegan, MI",201 to 500 employees,1938,Company - Private,Not Specified,Not Specified,71000.0
3600,3978,Environmental Scientist,$54K-$88K ,5.0,The NDN Companies,"Jacksonville, FL","Washington, DC",1 to 50 employees,NA,Nonprofit Organization,Social Assistance,Non-Profit,71000.0
3601,3979,Sr BI Data Engineer,$54K-$88K ,3.3,Blue Cross Blue Shield of Florida,"Jacksonville, FL","Jacksonville, FL",10000+ employees,1944,Nonprofit Organization,Insurance Carriers,Insurance,71000.0
3602,3980,Medical Lab Scientist (MLS),$54K-$88K ,3.7,Allegan General Hospital,"Jacksonville, FL","Allegan, MI",201 to 500 employees,1938,Company - Private,Not Specified,Not Specified,71000.0
3603,3981,Medical Lab Scientist - Full Time Evenings,$54K-$88K ,3.3,Ascension,"Jacksonville, FL","Saint Louis, MO",10000+ employees,1999,Nonprofit Organization,Health Care Services & Hospitals,Health Care,71000.0
3604,3982,GENERAL PHYSICAL SCIENTIST,$54K-$88K ,3.8,U.S. Navy,"Jacksonville, FL","San Diego, CA",1001 to 5000 employees,1775,Government,Federal Agencies,Government,71000.0
3605,3983,Sr. Data Analyst - Guidewire Data Hub,$54K-$88K ,3.1,Kemper,"Jacksonville, FL","Chicago, IL",5001 to 10000 employees,1990,Company - Public,Insurance Carriers,Insurance,71000.0
3606,3984,Medical Lab Scientist (MLS),$54K-$88K ,3.3,Ascension,"Jacksonville, FL","Saint Louis, MO",10000+ employees,1999,Nonprofit Organization,Health Care Services & Hospitals,Health Care,71000.0
3607,3985,CDHP - Data Analyst Team Lead,$54K-$88K ,NA,Medical Cost Containment Services Inc.,"Jacksonville, FL",-1,-1,NA,-1,Not Specified,Not Specified,71000.0
3608,3986,"Data Analytics Manager in Jacksonville, FL at One Call",$54K-$88K ,3.2,One Call,"Jacksonville, FL","Jacksonville, FL",1001 to 5000 employees,1993,Company - Private,Health Care Services & Hospitals,Health Care,71000.0
3609,3987,Data Architect II,$54K-$88K ,4.3,Abacus Service Corporation,"Jacksonville, FL","Southfield, MI",501 to 1000 employees,2004,Company - Private,Staffing & Outsourcing,Business Services,71000.0
3610,3988,Data Architect II,$54K-$88K ,4.1,Kforce,"Jacksonville, FL","Tampa, FL",10000+ employees,1966,Company - Public,Staffing & Outsourcing,Business Services,71000.0
3611,3989,Data Architect II,$54K-$88K ,3.6,Axelon Services Corporation,"Jacksonville, FL","New York, NY",501 to 1000 employees,NA,Company - Private,Staffing & Outsourcing,Business Services,71000.0
3612,3990,Business Intelligence Analyst with Insurance,$54K-$88K ,3.5,"Capricorn Systems, Inc.","Jacksonville, FL","Tucker, GA",51 to 200 employees,NA,Company - Private,Computer Hardware & Software,Information Technology,71000.0
3613,3991,Data Analyst Junior,$54K-$88K ,5.0,"Staffigo Technical Services, LLC","Jacksonville, FL","Woodridge, IL",51 to 200 employees,2008,Company - Private,IT Services,Information Technology,71000.0
3614,3992,Biological Scientist IV,$54K-$88K ,3.3,Shands Jacksonville,"Jacksonville, FL","Jacksonville, FL",1001 to 5000 employees,1984,Nonprofit Organization,Health Care Services & Hospitals,Health Care,71000.0
3615,3993,Data Architect II,$54K-$88K ,3.6,"Iconma, L.L.C.","Jacksonville, FL","Troy, MI",1001 to 5000 employees,2000,Company - Private,Staffing & Outsourcing,Business Services,71000.0
3616,3994,Guidewire Data Analyst,$54K-$88K ,5.0,American Recruiting & Consulting Group,"Jacksonville, FL","Fort Lauderdale, FL",51 to 200 employees,1982,Company - Private,Staffing & Outsourcing,Business Services,71000.0
3617,3995,Senior Environmental Scientist / Ecologist,$54K-$88K ,2.7,"Groundwater & Environmental Services, Inc.","Jacksonville, FL","Wall Township, NJ",501 to 1000 employees,1985,Company - Private,Architectural & Engineering Services,Business Services,71000.0
3618,3996,Director of Development & Data Science,$54K-$88K ,NA,Black Knight Financial Technology Solutions,"Jacksonville, FL",-1,-1,NA,-1,Not Specified,Not Specified,71000.0
3619,3997,"Lead, Data Engineer",$54K-$88K ,3.3,Venus Fashion,"Jacksonville, FL","Jacksonville, FL",501 to 1000 employees,1982,Company - Private,"Department, Clothing, & Shoe Stores",Retail,71000.0
3620,3998,Guidewire Data Engineer,$54K-$88K ,NA,Kaeppel Consulting,"Jacksonville, FL",-1,-1,NA,-1,Not Specified,Not Specified,71000.0
3621,3999,Data Engineer- Guidewire Data Hub,$54K-$88K ,5.0,ARC Group,"Jacksonville, FL","Burbank, CA",51 to 200 employees,NA,Company - Private,Investment Banking & Asset Management,Finance,71000.0
3622,4000,Mid Level Environmental Scientist / Geologist / Engineer,$54K-$88K ,5.0,The NDN Companies,"Jacksonville, FL","Washington, DC",1 to 50 employees,NA,Nonprofit Organization,Social Assistance,Non-Profit,71000.0
3623,4001,Senior Data Analyst- Guidewire Data Hub,$54K-$88K ,5.0,ARC Group,"Jacksonville, FL","Burbank, CA",51 to 200 employees,NA,Company - Private,Investment Banking & Asset Management,Finance,71000.0
3624,4002,"Data Analyst in Jacksonville, FL at SNI Technology",$54K-$88K ,3.5,SNI Technology,"Jacksonville, FL","Des Moines, IA",201 to 500 employees,1998,Company - Public,Staffing & Outsourcing,Business Services,71000.0
3625,4003,Senior Business Intelligence Analyst,$66K-$130K ,3.5,"Capricorn Systems, Inc.","Jacksonville, FL","Tucker, GA",51 to 200 employees,NA,Company - Private,Computer Hardware & Software,Information Technology,98000.0
3626,4004,CLINICAL LABORATORY SCIENTIST,$66K-$130K ,3.8,U.S. Navy,"Jacksonville Beach, FL","San Diego, CA",1001 to 5000 employees,1775,Government,Federal Agencies,Government,98000.0
3627,4005,Data Engineer - Guidewire Data Hub,$66K-$130K ,5.0,American Recruiting and Consulting Group,"Jacksonville, FL","Fort Lauderdale, FL",51 to 200 employees,1982,Company - Private,Staffing & Outsourcing,Business Services,98000.0
3628,4006,Senior Environmental Scientist Part Time,$66K-$130K ,3.7,"Tetra Tech, Inc.","Jacksonville, FL","Pasadena, CA",10000+ employees,1966,Company - Public,Architectural & Engineering Services,Business Services,98000.0
3629,4007,Senior Environmental Scientist Part Time,$66K-$130K ,NA,"Tetra Tech Technical Services, Inc.","Jacksonville, FL",-1,-1,NA,-1,Not Specified,Not Specified,98000.0
3630,4008,Big Data Solution Architect Consultant,$66K-$130K ,3.2,"ACTS, Inc.","Jacksonville, FL","Fort Washington, PA",5001 to 10000 employees,1971,Nonprofit Organization,Social Assistance,Non-Profit,98000.0
3631,4009,Jacksonville Data Science Tutor Jobs,$66K-$130K ,4.2,Varsity Tutors,"Jacksonville, FL","Saint Louis, MO",201 to 500 employees,2007,Company - Private,Internet,Information Technology,98000.0
3632,4010,Data Analyst â Junior,$66K-$130K ,5.0,"Staffigo Technical Services, LLC","Jacksonville, FL","Woodridge, IL",51 to 200 employees,2008,Company - Private,IT Services,Information Technology,98000.0
3633,4011,Senior Data Engineer - C3.ai,$66K-$130K ,NA,Skiltrek,"Jacksonville, FL","Jacksonville, FL",51 to 200 employees,NA,Company - Public,Not Specified,Not Specified,98000.0
3634,4012,Lead Data Scientist - Machine Learning,$96K-$155K ,3.0,GM Financial,"Arlington, TX","Fort Worth, TX",5001 to 10000 employees,1992,Company - Public,Lending,Finance,125500.0
3635,4014,Data Scientist / AI Engineer,$96K-$155K ,3.8,Lockheed Martin,"Fort Worth, TX","Bethesda, MD",10000+ employees,1995,Company - Public,Aerospace & Defense,Aerospace & Defense,125500.0
3636,4016,Data Scientist II,$96K-$155K ,3.0,GM Financial,"Fort Worth, TX","Fort Worth, TX",5001 to 10000 employees,1992,Company - Public,Lending,Finance,125500.0
3637,4018,Statistician (Data Scientist) *12 month Roster* *Direct Hire*,$96K-$155K ,3.5,Internal Revenue Service,"Fort Worth, TX","Washington, DC",10000+ employees,1862,Government,Federal Agencies,Government,125500.0
3638,4019,Data Scientist (remote),$96K-$155K ,3.3,Thrivent,"Fort Worth, TX","Minneapolis, MN",5001 to 10000 employees,1902,Nonprofit Organization,Insurance Carriers,Insurance,125500.0
3639,4020,Scientist,$96K-$155K ,3.3,Bio-Rad,"Fort Worth, TX","Hercules, CA",5001 to 10000 employees,1952,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,125500.0
3640,4025,Data Scientist,$96K-$155K ,5.0,Ateroz,"Irving, TX","Plano, TX",Unknown,NA,Company - Public,Staffing & Outsourcing,Business Services,125500.0
3641,4029,Data Scientist,$96K-$155K ,4.0,Rotoplas USA,"Fort Worth, TX","CIUDAD DE MEXICO, Mexico",1001 to 5000 employees,1978,Company - Private,Not Specified,Not Specified,125500.0
3642,4034,"Data Analyst, Military Forecasting",$96K-$155K ,3.8,Bell Helicopter,"Fort Worth, TX","Fort Worth, TX",5001 to 10000 employees,1935,Subsidiary or Business Segment,Aerospace & Defense,Aerospace & Defense,125500.0
3643,4035,Federal - Data Scientist,$96K-$155K ,4.2,Solekai Systems Corp,"Irving, TX","San Diego, CA",1 to 50 employees,2002,Company - Private,Computer Hardware & Software,Information Technology,125500.0
3644,4040,"Data Analyst, Military Forecasting",$96K-$155K ,3.3,Textron,"Fort Worth, TX","Providence, RI",10000+ employees,1923,Company - Public,Aerospace & Defense,Aerospace & Defense,125500.0
3645,4041,"Data Analyst, Military Forecasting",$96K-$155K ,NA,Cessna,"Fort Worth, TX","Arvada, CO",1 to 50 employees,NA,Company - Private,Not Specified,Not Specified,125500.0
3646,4043,COMPUTER SCIENTIST,$57K-$80K ,3.8,U.S. Navy,"Fort Worth, TX","San Diego, CA",1001 to 5000 employees,1775,Government,Federal Agencies,Government,68500.0
3647,4044,Sr Data Scientist,$57K-$80K ,3.0,GM Financial,"Fort Worth, TX","Fort Worth, TX",5001 to 10000 employees,1992,Company - Public,Lending,Finance,68500.0
3648,4045,Human Performance Data Analyst,$57K-$80K ,4.0,Reef Systems,"Fort Worth, TX","Cary, NC",1 to 50 employees,NA,Company - Public,Not Specified,Not Specified,68500.0
3649,4046,"Junior Data Scientist, Engineering",$57K-$80K ,3.5,CGI,"Arlington, TX","Montreal, Canada",10000+ employees,1976,Company - Public,Consulting,Business Services,68500.0
3650,4049,Data Analyst (HR),$57K-$80K ,3.4,Lidl,"Arlington, TX","London, United Kingdom",10000+ employees,1994,Company - Private,Grocery Stores & Supermarkets,Retail,68500.0
3651,4051,Research Data Analyst,$57K-$80K ,2.6,North Central Texas Council of Governments,"Arlington, TX","Arlington, TX",201 to 500 employees,1966,Nonprofit Organization,Membership Organizations,Business Services,68500.0
3652,4053,Data Engineer,$57K-$80K ,NA,Headway Tek Inc,"Fort Worth, TX",-1,-1,NA,-1,Not Specified,Not Specified,68500.0
3653,4055,Data Engineer/Data Scientist,$57K-$80K ,3.7,United Software Group,"Fort Worth, TX","Dublin, OH",201 to 500 employees,2002,Company - Private,IT Services,Information Technology,68500.0
3654,4058,Data Analyst,$57K-$80K ,NA,Thinkfind Corporation,"Fort Worth, TX","Richardson, TX",1 to 50 employees,2011,Company - Private,IT Services,Information Technology,68500.0
3655,4059,Sr Data Analyst,$57K-$80K ,3.0,GM Financial,"Fort Worth, TX","Fort Worth, TX",5001 to 10000 employees,1992,Company - Public,Lending,Finance,68500.0
3656,4061,Business Intelligence Analyst,$57K-$80K ,4.2,Tenaska,"Arlington, TX","Omaha, NE",501 to 1000 employees,1987,Company - Private,Energy,"Oil, Gas, Energy & Utilities",68500.0
3657,4062,Data Engineer,$57K-$80K ,3.5,Tek Leaders,"Fort Worth, TX","Plano, TX",501 to 1000 employees,2016,Company - Private,IT Services,Information Technology,68500.0
3658,4063,Data Engineer,$57K-$80K ,5.0,"Amvotech Solutions, Inc","Fort Worth, TX","Irving, TX",51 to 200 employees,2015,Company - Private,IT Services,Information Technology,68500.0
3659,4065,Data Analyst,$57K-$80K ,2.8,Ho Chunk,"Arlington, TX","Winnebago, NE",201 to 500 employees,1995,Company - Private,Convenience Stores & Truck Stops,"Restaurants, Bars & Food Services",68500.0
3660,4066,BI Data Analyst/Specialist,$57K-$80K ,3.9,Fidelity TalentSource,"Westlake, TX","Boston, MA",1001 to 5000 employees,1986,Company - Private,Staffing & Outsourcing,Business Services,68500.0
3661,4067,Data Analyst Assistant,$57K-$80K ,5.0,Company Confidenital,"Fort Worth, TX","Tulsa, OK",51 to 200 employees,2006,Company - Private,Staffing & Outsourcing,Business Services,68500.0
3662,4068,Data Analyst,$57K-$80K ,3.3,Mindteck,"Coppell, TX","Bengaluru, India",1001 to 5000 employees,1991,Company - Public,IT Services,Information Technology,68500.0
3663,4070,Data Analyst II,$57K-$80K ,3.6,Kubota Tractor Corporation,"Grapevine, TX","Grapevine, TX",1001 to 5000 employees,1971,Subsidiary or Business Segment,Industrial Manufacturing,Manufacturing,68500.0
